"","slope","inter","sd","geno","site","r2"
"1",0.238385960175824,-1.91417212302747,0.656834823285599,"AC compass",1,0.998870425629975
"2",0.292105174550547,-1.76042243897405,1.31782770045001,"AC compass",2,0.999009957424299
"3",0.225787656432234,-1.7488054787967,0.62841900739174,"Avalanche",1,0.978953161203348
"4",0.40413812992623,-3.57608898908744,1.82248905506147,"Avalanche",2,0.999858119313514
"5",0.232214507194444,-1.20129991719444,0.697032765712602,"CAL",1,0.998883451494458
"6",0.319493965231619,-2.27885363184277,1.44067888010693,"CAL",2,0.999998894468945
"7",0.278790391258242,-2.05405265102472,0.771843233351505,"CDCWM2",1,0.989367287639311
"8",0.326675143465847,-1.92235731408061,1.47335742612031,"CDCWM2",2,0.999596043527184
"9",0.330272186263736,-3.31245007662454,0.916114535091643,"Centa Pupil",1,0.985608865813072
"10",0.224906205693989,-0.699566716868849,1.03931123835953,"Centa Pupil",2,0.952182534231239
"11",0.319867033697802,-2.40285615751007,0.882576951084306,"Envoy",1,0.996079378602562
"12",0.250355562974043,0.360005143558753,1.15721801890766,"Envoy",2,0.951683845816383
"13",0.279834747424908,-2.50975091644139,0.775397716481721,"Expresso",1,0.987675751853531
"14",0.239493558103825,-1.24155795690164,1.08032450554744,"Expresso",2,0.999281386097831
"15",0.433881378732241,-5.45950648588525,2.02752651692464,"Expressso",2,0.931145433405237
"16",0.289051533677162,-2.96083448142884,0.870162648479028,"JAM",1,0.912638846780888
"17",0.249714883785705,-1.75314398168846,1.12625565890035,"JAM",2,0.999593595548702
"18",0.220239095364469,-1.69441913334341,0.622897669180067,"Lightning",1,0.948015774257117
"19",0.258015341715847,-1.25698330849727,1.16537400319816,"Lightning",2,0.99671039794291
"20",0.231795486494506,-2.13325092448352,0.638323710947759,"Nautica",1,0.999972698232454
"21",0.200675738087432,-1.73758428910109,0.90642369477194,"Nautica",2,0.996634274369464
"22",0.234370266261905,-2.03044111303571,0.650623896662748,"Navigator",1,0.984022779885477
"23",0.325853210144809,-2.55665268953825,1.47029335495768,"Navigator",2,0.998721959443504
"24",0.206710660946887,-1.84848256559066,0.570452587007737,"OACRex",1,0.995741916590942
"25",0.289089101088798,-2.60144966882377,1.31017799450555,"OACRex",2,0.989945796819207
"26",0.263651330467033,-2.16402523231777,0.728334196222913,"Portage",1,0.993707753736915
"27",0.317927221118853,-2.14621121147951,1.43452994161507,"Portage",2,0.998722361316109
"28",0.2394310315,-2.10600166758333,0.659846909108933,"Pv230",1,0.998469138646903
"29",0.181182243107923,1.3296191868347,0.824968114187738,"Pv230",2,0.980766263508589
"30",0.308224435159341,-2.51132832772802,0.852647715154091,"Pv239",1,0.990957460906588
"31",0.477878968823771,-4.13560080816258,2.16089418678994,"Pv239",2,0.994437318340961
"32",0.273385628620879,-2.86952810759615,0.755375264186275,"RIJC001",1,0.993312703065284
"33",0.369674743914492,-4.448068851897,1.51492881413504,"RIJC001",2,0.992990438552835
"34",0.332078940100733,-4.28021943378846,0.914941940325635,"RIJC002",1,0.998977583702613
"35",0.332520322890711,-3.50873910735793,1.50307221656848,"RIJC002",2,0.995142497162184
"36",0.229782834888889,-1.15454246688889,0.696560221195824,"RIJC003",1,0.979400535152429
"37",0.166780537808743,0.92750066408197,1.04982727260716,"RIJC003",2,0.513172787619783
"38",0.269959612415751,-2.78750094299359,0.743449019928626,"RIJC004",1,0.999897198606595
"39",0.227626077152459,-1.3611259828082,1.0267443324639,"RIJC004",2,0.999373846082396
"40",0.252680743540293,-2.30757903586538,0.699727855165227,"RIJC005",1,0.98888573669559
"41",0.279417170726776,-2.02686538397814,1.26040506143358,"RIJC005",2,0.999296772962428
"42",0.234125545225275,-1.93766624510623,0.645817701160691,"RIJC015",1,0.996638961562679
"43",0.286202761943989,-2.29582573395219,1.29103665472121,"RIJC015",2,0.999261317520764
"44",0.340414982638889,-4.00979285816666,1.02306756039892,"RIJC016",1,0.996440139351545
"45",0.271187063853279,-2.3458027686276,1.23030120266317,"RIJC016",2,0.987924193747584
"46",0.305915566375458,-3.57499778589927,0.849869985476449,"RIJC017",1,0.982558270780153
"47",0.280965562714481,-2.58396142868716,1.30860117050175,"RIJC017",2,0.937346488738804
"48",0.248364067583333,-2.05264017355555,0.745829418954368,"RIJC018",1,0.998024074045855
"49",0.211858579882514,-0.617032553497267,0.955764550202563,"RIJC018",2,0.99907676141842
"50",0.252681811444445,-3.22686713855557,0.763196104352268,"RIJC019",1,0.986547914676842
"51",0.212872782808743,-2.15247818875137,0.95991996535242,"RIJC019",2,0.999951200507398
"52",0.363685862542125,-3.0665180212326,1.0017301093495,"RIJC020",1,0.999566124108811
"53",0.340109638878415,-1.6979407002336,1.53527088431195,"RIJC020",2,0.997875668302094
"54",0.23279811743956,-2.12856989557692,0.643028121383328,"RIJC021",1,0.993937649956646
"55",0.258260651978142,-1.44462576220492,1.16631348839124,"RIJC021",2,0.996998419632577
"56",0.279734163361111,-2.71411841968056,0.839406512814787,"RIJC025",1,0.999513947214199
"57",0.344649094545082,-3.70496002290027,1.57094560045253,"RIJC025",2,0.978679680177922
"58",0.368692741305556,-4.42863309311111,1.10677063053948,"RIJC027",1,0.998749171661207
"59",0.349916622378415,-2.79687396240027,1.58824579346107,"RIJC027",2,0.986966245668728
"60",0.304221515205128,-3.46476558103846,0.839644515066773,"RIJC030",1,0.995517928483553
"61",0.287823548573771,-2.32749259907924,1.2980564314149,"RIJC030",2,0.999710101180209
"62",0.215958497005494,-0.92487124295787,0.617608259443223,"RIJC035",1,0.927202402378172
"63",0.284135282246994,-1.82549289903443,1.28750215093789,"RIJC035",2,0.990291346790055
"64",0.496276733138889,-7.05227071527778,1.50808194691214,"RIJC045",1,0.974631529336245
"65",0.219537747956831,-1.55272918010055,0.990059261604636,"RIJC045",2,0.999780376934568
"66",0.306685859277778,-3.08700781677778,0.920219361652562,"RIJC046",1,0.999648410793429
"67",0.325196530636612,-2.99992970317759,1.46681113231469,"RIJC046",2,0.999429105576808
"68",0.313394331186813,-3.41444824497435,0.875216470788503,"RIJC047",1,0.972325006225112
"69",0.352066241162569,-3.54982129823635,1.58768067434332,"RIJC047",2,0.999841204341675
"70",0.272481160444445,-2.55275262927778,0.820948422745928,"RIJC048",1,0.991479466064006
"71",0.396591905959016,-4.11369542836339,1.79685613847687,"RIJC048",2,0.990534617378415
"72",0.244822029777778,-2.07620679266667,0.746983691594099,"RIJC049",1,0.966765753128525
"73",0.248805334304645,-1.94862009782104,1.12370461072781,"RIJC049",2,0.996835805543313
"74",0.286781119722222,-2.26592367863889,0.865036656156329,"RIJC059",1,0.989178342663812
"75",0.357968688163935,-2.82623732204645,1.61442896927859,"RIJC059",2,0.999679478098471
"76",0.366431779138889,-3.47470779027777,1.09945422250394,"RIJC065",1,0.999710995503827
"77",0.346881904703552,-2.85299423220628,1.56531121504214,"RIJC065",2,0.998551519763001
"78",0.276716847722222,-2.82296093888889,0.830909069557839,"RIJC066",1,0.998175058633078
"79",0.440449344174864,-5.34050708802733,1.99167876207703,"RIJC066",2,0.994401866667003
"80",0.368053275944444,-3.5780734425,1.10549252598831,"RIJC069",1,0.997590404595914
"81",0.365965090270492,-3.34249718490164,1.67427931153822,"RIJC069",2,0.971476004267252
"82",0.268078885222222,-2.56083198105555,0.806284679131803,"RIJC070",1,0.994926302206678
"83",0.240287919382514,-1.72337537516393,1.08446564815737,"RIJC070",2,0.998253530221404
"84",0.322096316833333,-3.62637865255556,0.969629490951941,"RIJC071",1,0.993121525047025
"85",0.313930524372951,-3.01878558965984,1.42713600583082,"RIJC071",2,0.983886370952392
"86",0.379308126416667,-3.98086711711112,1.13793988313722,"RIJC073",1,0.999972751141201
"87",0.344497891525956,-2.69322179355874,1.55378383574795,"RIJC073",2,0.999540782236261
"88",0.307046138388889,-2.90806364308333,0.927062518016826,"RIJC074",1,0.987260460491308
"89",0.28601402931694,-2.63656450457869,1.29467934593483,"RIJC074",2,0.992336151734049
"90",0.255532561393773,-2.72052311417308,0.706552648662967,"RIJC076",1,0.991890167560184
"91",0.291788358288251,-2.69695656659973,1.32043443340266,"RIJC076",2,0.99291213662249
"92",0.152341107555555,-0.188977872833329,0.467094502461749,"RIJC078",1,0.957342226400272
"93",0.248358107790984,-0.755510255886612,1.13194179883695,"RIJC078",2,0.978852085536511
"94",0.329977319333334,-3.75508214677778,0.994803112818909,"RIJC079",1,0.990230772897055
"95",0.230025126530055,-1.4600363193224,1.0372775749654,"RIJC079",2,0.99992898841403
"96",0.195181304194444,-1.01708693138889,0.585880241512158,"RIJC080",1,0.998852214603141
"97",0.368342316342896,-3.44663004017077,1.66906982018338,"RIJC080",2,0.990290929681317
"98",0.173754955555556,-1.04006563333334,0.539374838178489,"RIJC081",1,0.933975627485356
"99",0.316320959290984,-2.90086620355328,1.4291775925754,"RIJC081",2,0.996075186498122
"100",0.338587312222222,-3.840635303,1.01856638286233,"RIJC082",1,0.994500927059354
"101",0.443864214928962,-4.75834099454098,2.01056472678916,"RIJC082",2,0.990997885827552
"102",0.273226629472222,-2.28243693484723,0.820347869699571,"RIJC136",1,0.998372131261916
"103",0.21732019040847,-0.751916206222678,0.983332262144826,"RIJC136",2,0.99313470313
"104",0.287985597333333,-2.73878219744444,0.863957833738151,"RIJC138",1,0.999997588452857
"105",0.296712410639344,-2.67317159529781,1.34403342090468,"RIJC138",2,0.990968541993262
"106",0.229350398722222,-1.41021892413889,0.692126696454191,"RIJC139",1,0.988257926547221
"107",0.338844817107923,-2.71220824283197,1.52992626806876,"RIJC139",2,0.997399788944485
"108",0.230152644833333,-1.99094233455556,0.706750469054009,"RIJC140",1,0.954425949523642
"109",0.445937852960383,-5.80548808984017,2.06153613009233,"RIJC140",2,0.951426746714861
"110",0.246343956361111,-2.27018747527778,0.745532127887033,"RIJC141",1,0.982638116213873
"111",0.360855849515027,-3.4439434294112,1.62997181652905,"RIJC141",2,0.996588540973532
"112",0.301905143277778,-3.24232440605556,0.905850198729021,"RIJC142",1,0.999702469854997
"113",0.274946576006831,-1.91108751905055,1.2437402275224,"RIJC142",2,0.993678398546873
"114",0.249593082538461,-2.27487778937179,0.696147347206773,"RIJC144",1,0.974816542920532
"115",0.285835067355191,-2.56219230712842,1.2896431148328,"RIJC144",2,0.998850542620236
"116",0.285519618444445,-2.69854832377778,0.856760322525705,"RIJC145",1,0.999529755289619
"117",0.330476767001366,-2.89464460947678,1.4960756698955,"RIJC145",2,0.992163683919234
"118",0.266000627638889,-2.53672293272222,0.799607243904764,"RIJC146",1,0.995988657008275
"119",0.248077340427596,-1.42862366539754,1.12091050615912,"RIJC146",2,0.995957703988403
"120",0.25298271875,-2.40332795504167,0.759168598491226,"RIJC147",1,0.999419337848269
"121",0.346851385244535,-3.61881206950956,1.61224672049883,"RIJC147",2,0.941092782066155
"122",0.241602852166667,-1.90157856180556,0.726465576016804,"RIJC203",1,0.995443336075496
"123",0.28601478040847,-2.18458225738934,1.29630831100809,"RIJC203",2,0.989848941480854
"124",0.361847290388889,-3.84929660188889,1.08750453625278,"RIJC205",1,0.996393773140777
"125",0.242761152950273,-0.978828744378684,1.09467068547937,"RIJC205",2,0.99999996977474
"126",0.26626799825,-2.32178189918055,0.799836998444921,"RIJC206",1,0.997418632482331
"127",0.36309671593306,-3.67294759047131,1.65099763624711,"RIJC206",2,0.983468194074037
"128",0.271163643777778,-2.46685634622222,0.816641795861456,"RIJC208",1,0.992298248696362
"129",0.296106334571038,-2.44633510795902,1.33803719543975,"RIJC208",2,0.995789641313258
"130",0.357976761222222,-3.76932935222223,1.07407256890638,"RIJC212",1,0.999735072248599
"131",0.30463000947541,-2.25567461241804,1.3820251531051,"RIJC212",2,0.987920627735086
"132",0.296932787384615,-2.70199166235897,0.822147872616785,"RIJC214",1,0.989182858400165
"133",0.260686770894809,-1.66265513378825,1.17885816350141,"RIJC214",2,0.994313771989444
"134",0.234685830638889,-1.76088152926388,0.710457827723445,"RIJC217",1,0.982063660781192
"135",0.339828366259563,-3.39319805742076,1.5583782455675,"RIJC217",2,0.966901160684471
"136",0.367368314166667,-3.22615400930555,1.1036388959007,"RIJC220",1,0.997222121508194
"137",0.451871051995902,-4.18540685206968,2.04513072896391,"RIJC220",2,0.992648457981008
"138",0.232216833583333,-1.25612076345833,0.702921106012242,"RIJC223",1,0.982238018290706
"139",0.227642673719945,-0.42943424759426,1.03796193205526,"RIJC223",2,0.978032044786259
"140",0.380816758777778,-3.97867718822222,1.14385640791574,"RIJC224",1,0.997542930562394
"141",0.211000316251366,-0.625994655226777,0.952977019769525,"RIJC224",2,0.996804377413695
"142",0.348406654675824,-3.76056022614743,0.962120880260947,"RIJC225",1,0.994428928116159
"143",0.328208119424863,-3.28909932511066,1.48932892242519,"RIJC225",2,0.987474693888419
"144",0.291401986555556,-3.08844293583334,0.874524456372175,"RIJC230",1,0.999271744304309
"145",0.249953236826503,-1.39379136561612,1.13055129295683,"RIJC230",2,0.993906586236406
"146",0.252873583444444,-2.43129988455555,0.759640991488515,"RIJC232",1,0.997315689791388
"147",0.263378560834699,-1.79310385381011,1.18785708476009,"RIJC232",2,0.999634039261606
"148",0.253136944583333,-1.99647331938889,0.759411196504873,"RIJC233",1,0.999999044641984
"149",0.315663802155738,-2.08771237818579,1.43020203772269,"RIJC233",2,0.990520257469423
"150",0.233718356027778,-2.14679795211111,0.701253753452424,"RIJC234",1,0.999718565712469
"151",0.300427992311476,-2.76588938987159,1.35527645763682,"RIJC234",2,0.999156648785422
"152",0.266843454351648,-2.79573321913736,0.735777897331774,"RIJC235",1,0.997423920339895
"153",0.205267181004098,-1.35094212993033,0.930208075225102,"RIJC235",2,0.990119025506916
"154",0.302160696944444,-3.06958437977778,0.910256490278401,"RIJC236",1,0.991724147713754
"155",0.227174576740437,-1.80245322541257,1.02489258389421,"RIJC236",2,0.999013447580767
"156",0.232513825472222,-2.26012597095833,0.697569779746461,"RIJC237",1,0.999918853263362
"157",0.314675897916667,-3.07986896591667,1.44511487650429,"RIJC237",2,0.964119344586002
"158",0.238980822547619,-2.19633947285714,0.659165524670037,"RIJC238",1,0.996775326869133
"159",0.278510691952186,-1.44274295131284,1.28024571112746,"RIJC238",2,0.962289319672388
"160",0.296091927001831,-3.33074631659615,0.825907361191397,"RIJC240",1,0.97465430475354
"161",0.288794622734973,-2.50315692950547,1.30627700703974,"RIJC240",2,0.993839423677166
"162",0.192658721990842,-1.15871941451465,0.539888741991476,"RIJC241",1,0.965670475525935
"163",0.246796686956284,-1.91582380940984,1.13468255536573,"RIJC241",2,0.961918937515781
"164",0.304750091170082,-3.08446856135861,1.38231595924501,"RIJC242",2,0.98828368181111
"165",0.3383463185,-3.51286266119444,1.01545338509296,"RIJC243",1,0.999183921133212
"166",0.328787343445355,-3.2006553197623,1.50804151556794,"RIJC243",2,0.966522942630111
"167",0.259492948203297,-2.25021471927472,0.718041522587429,"RIJC244",1,0.990403459068114
"168",0.302752904786885,-2.89233992962295,1.36758012228035,"RIJC244",2,0.996505404160591
"169",0.176854589722222,-0.788475935194443,0.532205446804727,"RIJC247",1,0.993840177202804
"170",0.241274734580601,-1.88259933012978,1.09088060118385,"RIJC247",2,0.994667288510928
"171",0.324577095694445,-3.16888217466667,0.974579705118844,"RIJC248",1,0.998259662628088
"172",0.321032345777323,-2.48306245545219,1.44766584473818,"RIJC248",2,0.999929793188333
"173",0.189056683833333,-0.817247933361111,0.568033052026628,"RIJC250",1,0.996963750773357
"174",0.191439525438525,0.0712705279549187,0.86330590183428,"RIJC250",2,0.9998673305246
"175",0.195561517777778,-1.60425743244445,0.588893957865324,"RIJC251",1,0.992510502458913
"176",0.282877670329235,-2.58152632756967,1.28788623821727,"RIJC251",2,0.980959118528525
"177",0.21430359225,-1.86647424888889,0.642968201362912,"RIJC254",1,0.999821384483886
"178",0.274811410142076,-1.57385057691803,1.24124241358709,"RIJC254",2,0.996700984619403
"179",0.249667918138889,-1.76469774718055,0.753067416131268,"RIJC255",1,0.989236826419881
"180",0.210809456300273,-0.533971563295353,0.963280337127718,"RIJC255",2,0.973830485436225
"181",0.295866764611111,-2.91592203644444,0.894690677994667,"RIJC260",1,0.984212893139135
"182",0.269548851978142,-1.94828705470492,1.22599586429768,"RIJC260",2,0.982891417657622
"183",0.211889998060439,-1.53908682586996,0.590422989536308,"RIJC261",1,0.97668505293086
"184",0.294835276137978,-2.57449881248771,1.33480311305973,"RIJC261",2,0.99204882527648
"185",0.267809072527778,-2.30010100181944,0.808328217571748,"RIJC262",1,0.98791049927648
"186",0.225297732867486,-1.47739115308606,1.0404863274552,"RIJC262",2,0.953343627374829
"187",0.311025851584249,-2.79036185279854,0.861171336229921,"RIJC264",1,0.989176954694778
"188",0.44405538390164,-4.60640632967214,2.03528006767236,"RIJC264",2,0.967908940605921
"189",0.279362443901099,-2.91624436109158,0.792445031210488,"RIJC302",1,0.942449081727728
"190",0.253003541882514,-1.08927487766394,1.16231217200008,"RIJC302",2,0.96342122658815
"191",0.306796778638889,-3.15908485972222,0.934762877689492,"RIJC313",1,0.969485205555887
"192",0.288557159137978,-1.7371010989877,1.30372762057319,"RIJC313",2,0.996089941460995
"193",0.28033840524359,-3.17477298878846,0.77248060454453,"RIJC314",1,0.998734782785475
"194",0.398477337271858,-3.97507052437842,1.81518506041772,"RIJC314",2,0.979882534004252
"195",0.389962514166667,-4.05274377230555,1.17194197156654,"RIJC316",1,0.996497047812432
"196",0.225641850692623,0.345038127441257,1.09458717602396,"RIJC316",2,0.864066514459388
"197",0.359227539694445,-4.03032362088889,1.07868155688133,"RIJC319",1,0.998148711736115
"198",0.443681713297814,-4.36362032510383,2.00546796689095,"RIJC319",2,0.995222486241602
"199",0.25978220707326,-2.56952523071612,0.716098709235173,"RIJC324",1,0.998006038030321
"200",0.284701589852459,-2.93806868417487,1.33078187971086,"RIJC324",2,0.930624769459332
"201",0.315819505333333,-3.70990964277778,0.948507369816109,"RIJC326",1,0.997789634659029
"202",0.350119946577869,-3.42120520950957,1.57882706064242,"RIJC326",2,0.999938210681185
"203",0.203842231527778,-1.10832447893055,0.634957644352749,"RIJC327",1,0.927558537909644
"204",0.255566909680328,-1.78661565443442,1.15350640112686,"RIJC327",2,0.998108618169349
"205",0.331037060388889,-3.33545011019445,0.993117602321103,"RIJC330",1,0.999987068734531
"206",0.31496918402459,-2.00379188608197,1.42037543075097,"RIJC330",2,0.999858189647154
"207",0.317775879833333,-3.23746076663889,0.956754178861983,"RIJC331",1,0.992849984880548
"208",0.374264377491803,-4.05288410813935,1.68766012503833,"RIJC331",2,0.999989839990764
"209",0.365390327108059,-4.43609799856044,1.00624426384878,"RIJC334",1,0.99992494621875
"210",0.348328080443989,-3.12085579278552,1.57145577575557,"RIJC334",2,0.999036202521014
"211",0.0929899145833331,1.15157009704167,0.325017689584256,"RIJC335",1,0.736716182394969
"212",0.265864486558743,-1.81732377850136,1.20319904301945,"RIJC335",2,0.992782889055202
"213",0.276988922777778,-2.62217431227778,0.834155285317499,"RIJC337",1,0.992369710852187
"214",0.27553960834153,-2.03786240419399,1.24289925902887,"RIJC337",2,0.999320497683135
"215",0.326170998961539,-3.81374645112821,0.90220238038191,"RIJC344",1,0.991158013350321
"216",0.334795727877049,-3.43682458075683,1.51678867286808,"RIJC344",2,0.990645433496062
"217",0.308847296944445,-2.8272930775,0.931163194071338,"RIJC347",1,0.990098758946875
"218",0.338254302336065,-3.06026304545355,1.52641724196804,"RIJC347",2,0.998501479206963
"219",0.152587148583333,0.0953799003333356,0.4792796063145,"RIJC348",1,0.91222196348331
"220",0.218537892969945,-1.27449171384426,0.988926385440486,"RIJC348",2,0.992965488681679
"221",0.258586961225275,-3.11412549099358,0.724107850076696,"RIJC352",1,0.967089972086465
"222",0.384117369256831,-3.68185087180055,1.73212925027216,"RIJC352",2,0.999944464620046
"223",0.226932396333333,-2.18704144055555,0.690040360564082,"RIJC355",1,0.973389194588664
"224",0.206685919387978,-1.69078693407104,0.935359829719812,"RIJC355",2,0.992825522802263
"225",0.261553607978022,-2.61576022083516,0.723134575423998,"RIJC361",1,0.992072297508312
"226",0.211694581770492,-1.29850279073498,0.956108267456512,"RIJC361",2,0.996813516738804
"227",0.244871249388889,-1.31451170830555,0.734624143578647,"RIJC363",1,0.999971698892501
"228",0.302955856010929,-2.07257400381421,1.36634290073465,"RIJC363",2,0.999649779057988
"229",0.193866702338798,-1.17986434974044,0.89040503421119,"RIJC364",2,0.963917384251281
"230",0.271441768065934,-2.56443103199451,0.752898110253497,"RIJC367",1,0.985691662455016
"231",0.235882987377049,-0.999281470423492,1.06495657733056,"RIJC367",2,0.997557684854666
"232",0.305663903027778,-3.10465165261111,0.924012595789338,"RIJC368",1,0.984861216218748
"233",0.226643204428962,-1.81400105920765,1.02604252596781,"RIJC368",2,0.992117846064378
"234",0.202248963006831,-1.08855773755054,0.915638946918288,"RIJC370",2,0.992047970359778
"235",0.258146647833333,-2.28041516127778,0.774484754565038,"RIJC372",1,0.999884284956138
"236",0.234552847416667,-1.35352103675,1.06649334308838,"RIJC372",2,0.983498498946475
"237",0.37406414475,-4.66975645872222,1.13046438386101,"RIJC373",1,0.985418938357001
"238",0.335227786020765,-3.04876658098033,1.5122502030334,"RIJC373",2,0.99917439207304
"239",0.294102000642857,-3.46424272791667,0.814278208726971,"RIJC374",1,0.989260067611685
"240",0.28911775506694,-1.92466040436203,1.31111285009884,"RIJC374",2,0.988730562044181
"241",NA,3.94879779466667,NA,"Seaforth",2,0
"242",0.321111907494505,-2.42462567015018,0.890112310258081,"Tepary22",1,0.986923186608433
"243",0.492520272234973,-3.6208999158388,2.28267330375507,"Tepary22",2,0.946606064731923
"244",0.350744166100732,-3.14808496855219,0.974215964360238,"Tepary32",1,0.98294807065552
"245",0.336866636605191,-0.84488906054508,1.56807805414421,"Tepary32",2,0.938402654596837
"246",0.215350542567766,-0.681975817307693,0.594125321315702,"TM1",1,0.996313379483897
"247",0.303807560244535,-1.82833905017623,1.37000540836111,"TM1",2,0.999910597354577
"248",0.339766323333333,-3.05419604438889,1.02549736603133,"TM10",1,0.987947967870132
"249",0.327945952879782,-2.77070064154372,1.47988780639586,"TM10",2,0.998517195159915
"250",0.369384961305556,-3.96836261843056,1.11506572549773,"TM2",1,0.987643013741671
"251",0.295493059206284,-1.4429809423265,1.33264054430382,"TM2",2,0.999717062818455
"252",0.351187148333333,-3.74470815355555,1.05356144615846,"TM3",1,0.999999997800877
"253",0.263549871572404,-1.39972569910246,1.19860465687163,"TM3",2,0.98306509621221
"254",0.353491194638889,-3.45186942755556,1.06210220878726,"TM4",1,0.996935556309972
"255",0.441383934168033,-4.70632522314345,2.01406212775374,"TM4",2,0.976553175890355
"256",0.356098026138889,-4.27531067240278,1.07403971380616,"TM5",1,0.98932950613046
"257",0.364211703508197,-3.60861960019399,1.64400061378242,"TM5",2,0.997958367782715
"258",0.316419242388278,-3.19208170224542,0.877075726479399,"TM6",1,0.986987688251242
"259",0.314527521083333,-2.78017867808333,1.4188392914738,"TM6",2,0.999216210349359
"260",0.254856870945055,-2.11794307244871,0.714419415956328,"TM7",1,0.965042281758751
"261",0.391062747331967,-3.68256776752323,1.76405177387971,"TM7",2,0.999260728524887
"262",0.232868587007326,-2.12285860088828,0.642122694288741,"TM8",1,0.99734616871269
"263",0.359712712751366,-3.31489093956011,1.63310383895828,"TM8",2,0.986489697918778
"264",0.360090657416667,-3.68161208805556,1.08283544868144,"TM9",1,0.995270856562934
"265",0.274296902699454,-1.58647721094262,1.25867614265955,"TM9",2,0.965655873961992
"266",0.21561345153663,-1.76819939802656,0.603394005122542,"VAX1",1,0.968299857262255
"267",0.278630322472678,-1.83710522079781,1.26304116654032,"VAX1",2,0.989533095000725
"268",0.219483035666667,-1.62408804583333,0.604431735499477,"Vista",1,0.999925273135428
"269",0.333194497885246,-2.58770355445082,1.51760559066478,"Vista",2,0.980136104242885
